,track_id,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,time_signature,time_sig_confidence
18,1040.0,31.781509399414066,75.58470916748047,-15.73020839691162,36.33185195922852,3.5939753055572514,28.56783676147461,-7.7538557052612305,7.235963344573975,-2.8725566864013667,3.5652308464050293,-9.597829818725586,2.629084348678589,-2.28540563583374,-2.000488758087158,-6.4139466285705575,-0.7127674221992493,-5.649555683135986,1.456901788711548,-4.460328102111816,3.4418184757232666,4.0,0.8079999999999999
19,1066.0,-217.6758270263672,162.4620361328125,-19.024349212646484,33.87991714477539,2.0883400440216064,6.962330341339111,-1.657400608062744,2.1466622352600098,-1.7436439990997314,5.8640971183776855,0.317514568567276,2.7568352222442627,-5.209558486938477,0.9402886629104614,-0.1712198555469513,2.966912031173706,0.9214112758636476,2.0321924686431885,0.03184859827160835,0.4442630410194397,3.0,0.894
21,1073.0,-48.60913848876953,97.22103881835938,-1.0615075826644895,27.02171516418457,-4.81207799911499,13.923787117004395,4.59808874130249,6.403406620025635,-0.9230974316596984,9.484903335571287,0.2206437885761261,2.3475067615509038,-3.437150239944458,1.4082669019699097,-4.342482089996338,3.20841908454895,-0.9741324186325072,2.0113563537597656,-1.176321268081665,1.4960962533950806,4.0,1.0
25,1196.0,-117.49556732177734,139.36007690429688,-4.3897485733032235,40.49929428100586,9.488751411437988,18.003211975097656,0.8743005394935608,9.93233871459961,0.4630465805530548,12.591337203979492,-0.2600195109844208,6.938648223876952,-4.3831520080566415,2.627559900283813,-1.3690409660339355,1.5334908962249756,-6.243879795074463,1.413014531135559,-3.210379838943481,-0.9010504484176636,4.0,1.0
26,1197.0,-239.76585388183597,188.68524169921875,-2.736137866973877,31.938486099243164,16.05202865600586,4.972318172454834,7.56093168258667,-2.003115177154541,-4.5747718811035165,-1.9271905422210691,-5.0538434982299805,-4.748456001281738,-2.9204435348510738,-7.631621837615968,-3.7108054161071777,-4.922048091888428,-8.879157066345215,-3.655364513397217,-0.5977630019187927,-2.6152477264404297,4.0,1.0
28,1277.0,-74.31912994384766,77.65850830078125,-14.348770141601562,21.833160400390625,-0.9913722276687622,7.3781795501708975,-0.043411076068878174,1.7857341766357422,-1.8855557441711424,4.134047031402588,-1.258793830871582,-1.5407081842422483,-6.708436489105225,-2.25268030166626,-4.107523441314696,-1.7307032346725464,-1.121972680091858,1.9038630723953247,-6.452324867248535,2.3271234035491943,4.0,0.9
30,1417.0,-82.71508026123047,113.18607330322266,-20.97772979736328,28.86764717102051,6.3390398025512695,6.230972290039063,-5.570800304412842,13.850600242614744,0.5603519678115845,0.7691357135772705,-1.6292164325714111,9.54373550415039,-9.932204246520996,-3.6674480438232417,-8.985564231872559,-4.042278289794922,-5.915445327758789,4.434730052947998,-4.69093656539917,3.777299165725708,4.0,0.9670000000000001
31,1883.0,-31.79241943359375,67.20075988769531,-37.9159049987793,55.4730224609375,2.477128505706787,8.623311996459961,-0.22048573195934296,7.366501808166504,0.7850263118743896,4.609193801879883,-1.8674216270446775,9.03823947906494,1.7394858598709106,2.4374845027923584,-2.0613226890563965,3.0110461711883545,-16.876407623291016,2.844155550003052,-3.382737398147583,-3.2255737781524663,4.0,1.0
37,7376.0,-195.2533721923828,102.08302307128906,-20.60385131835937,43.23442840576172,-11.965264320373535,12.197066307067873,-9.464434623718262,-1.7089749574661257,3.1863181591033936,-5.11982011795044,-6.044957160949707,10.017923355102539,-5.183568000793457,4.696935176849365,-6.491849422454834,0.6268625855445862,-6.404362678527832,1.249822735786438,-5.9021315574646,5.843840599060059,3.0,0.888
39,7379.0,-145.72344970703125,129.24652099609378,8.461948394775389,23.600601196289066,9.36172866821289,12.502054214477539,-1.7023278474807741,-6.473622798919678,-1.8699095249176023,-3.0391223430633545,-3.552164316177368,4.391825675964356,-3.7809674739837646,-0.8210239410400391,-1.5979807376861572,2.249602794647217,3.757197856903076,4.866713523864746,-1.6106011867523191,3.710671186447144,3.0,0.9309999999999999
43,7482.0,-112.2427978515625,115.40713500976562,-34.789623260498054,38.8843002319336,-5.376720905303955,7.218467712402344,-0.3328840732574463,8.104802131652832,0.8405354619026184,6.061538696289063,-0.1142200231552124,6.731675148010254,-0.8928607106208801,-0.13539449870586395,-2.119720935821533,3.9012198448181152,-3.6009938716888428,0.8702266812324524,-1.5135626792907717,0.034504499286413186,4.0,1.0
44,7483.0,-82.96975708007812,101.97997283935548,-6.850902557373048,17.967266082763672,10.686121940612793,4.515092849731445,-6.636989116668701,5.6605987548828125,-7.8844542503356925,4.7485456466674805,-8.026666641235353,1.2064224481582642,-2.8942770957946777,-0.7761036157608032,-4.276634216308594,-0.933806538581848,-8.835672378540039,-0.3686405718326569,-7.0180344581604,-5.008134841918945,4.0,1.0
45,7487.0,-165.658203125,135.49174499511722,17.773096084594727,30.79115867614746,8.680505752563478,1.8098770380020144,-1.1299527883529663,-1.257579326629639,-7.076550006866455,7.696324825286865,-9.770780563354492,1.7276973724365234,-6.53416919708252,-1.0469856262207031,1.118693232536316,0.843306839466095,-6.517982006072997,2.159820318222046,-2.2500841617584233,-0.47172904014587397,4.0,1.0
46,7489.0,-83.84540557861328,105.12238311767578,3.9689550399780273,21.00413703918457,15.227211952209473,6.185685634613037,-4.286043643951416,4.5043606758117685,-10.040295600891113,5.021894454956055,-2.7073397636413574,2.712001323699951,-3.47156310081482,-1.6537805795669556,-2.2301902770996094,2.881402969360352,-4.50510311126709,0.8095112442970276,5.274962902069092,7.478193283081055,4.0,0.9570000000000001
47,7491.0,-7.590663433074951,76.95284271240234,-10.143534660339355,23.72426414489746,0.43501269817352295,5.852367401123048,-7.311762809753418,6.267323970794678,-7.278599739074707,1.4014713764190674,-2.5736658573150635,6.3129472732543945,-3.2418875694274902,1.0959007740020752,-1.6926263570785522,0.8878999948501587,-5.565713882446289,5.537293434143066,-2.1615362167358403,0.7127919793128967,4.0,0.988
48,7492.0,-53.49376678466797,98.52318572998048,-4.681666374206543,27.68877410888672,0.3249978721141815,4.880359172821045,-6.3960533142089835,4.23070240020752,-11.425772666931152,-1.4482485055923462,-7.577127456665039,6.009343147277832,-8.633962631225586,-0.3970335423946381,-7.283204078674316,-0.19265827536582947,-9.11737823486328,-0.9807338714599608,-4.928680896759033,-2.8074347972869877,4.0,1.0
49,7527.0,-145.56600952148438,85.41606903076172,24.57237243652344,32.671741485595696,19.273988723754886,27.17664909362793,6.086930751800537,14.940301895141602,1.4894661903381348,1.88672935962677,-0.6588125228881836,-0.28754204511642456,-1.8246212005615237,1.398242473602295,-2.599550008773804,0.6502869725227356,-5.094487190246582,5.705142498016357,-4.153299808502196,-1.2316466569900513,4.0,0.981
51,7529.0,-123.9132843017578,90.53744506835938,44.57629013061523,17.078655242919922,23.511001586914066,22.473018646240234,6.981993675231934,14.431939125061035,-1.7180117368698118,3.231919527053833,-9.500537872314453,8.98093032836914,-5.962864875793457,-0.9204891920089722,-11.065532684326172,-11.650745391845705,-9.681692123413086,2.464031934738159,-7.27991247177124,-9.493311882019043,4.0,1.0
55,9491.0,-25.22607231140137,80.51506805419922,-23.85167694091797,31.374683380126953,0.9856376051902772,19.65968132019043,16.526853561401367,22.30980491638184,4.139547824859618,14.40677547454834,0.2742197513580322,8.900205612182617,1.6867756843566897,1.8738471269607544,-3.420082092285156,1.0368514060974119,-3.9539074897766113,2.718035221099853,0.3768483102321625,2.9825670719146733,4.0,1.0
59,10575.0,-27.35300064086914,78.97940826416016,8.913202285766602,23.27949523925781,5.248482704162598,7.4443678855896,-13.31885051727295,7.635682582855225,-12.259621620178224,3.4578752517700195,-6.1184587478637695,-4.845771789550781,-11.084256172180176,-9.477380752563477,-12.4321870803833,-4.685074806213379,-8.984125137329102,-3.0374956130981445,-3.531693458557129,5.511032104492188,4.0,0.963
62,10669.0,51.61852264404297,83.623779296875,3.6890172958374015,21.982898712158203,-4.140832424163818,12.918716430664062,-2.323349475860596,1.7763751745224,-3.647987365722656,3.4622504711151123,-2.663325786590576,7.896047115325928,-1.440178394317627,1.4288829565048218,-4.0300045013427725,1.4645537137985232,-4.892823696136475,0.5913141369819641,-3.0125885009765625,1.82705819606781,4.0,0.9940000000000001
64,10671.0,-10.358735084533693,89.74039459228516,10.862277030944824,34.764488220214844,8.935120582580566,16.315252304077152,3.942326068878174,7.960878372192383,2.226752281188965,8.487269401550293,2.173851490020752,7.8350257873535165,0.07228491455316544,6.250046253204347,-2.772393226623535,1.8354231119155884,-2.152637243270874,0.816941499710083,-1.245044469833374,0.5205373764038086,4.0,0.996
65,10672.0,-126.9588394165039,117.39254760742188,-11.209840774536133,32.60197067260742,-4.980262756347656,8.081677436828612,-1.264897704124451,8.663116455078125,11.68444538116455,13.711174964904785,9.474040985107422,6.30715274810791,-2.520404815673828,0.3842125833034515,-1.90333354473114,2.895128965377808,-6.348451614379883,3.6946320533752437,-0.16433241963386536,0.11784208565950395,4.0,0.988
66,10673.0,-7.9774227142333975,111.09769439697266,-1.3096319437026978,43.65567398071289,3.0794188976287837,18.059377670288086,-3.1984059810638428,10.46314811706543,-3.003810167312622,6.682545185089111,-3.5658562183380127,8.666942596435549,-1.1551830768585205,2.6837782859802246,-1.9039347171783447,6.347163677215576,-1.988475322723389,2.763925552368164,-0.6042081713676453,3.7875597476959233,4.0,1.0
67,10674.0,-313.0520324707031,195.43153381347656,8.077794075012207,-4.71319055557251,-1.3684455156326294,-2.3334991931915283,-14.478900909423828,-17.47245979309082,-7.290853977203369,-4.082464694976807,-4.472269058227539,-4.3916425704956055,-9.079684257507324,-9.978672981262207,-13.657038688659668,-11.97014331817627,-18.847087860107425,-7.681619644165039,-7.1595869064331055,-4.909447193145752,4.0,1.0
69,10677.0,4.110306262969972,98.49889373779295,1.2887409925460815,15.021573066711426,4.6957054138183585,13.602511405944824,-4.811058521270752,7.550373554229736,-2.1527259349823002,4.751962184906006,-0.9497854709625244,2.8879404067993164,-3.004033088684082,1.2153953313827517,-1.4884299039840698,1.940446138381958,-2.4586260318756104,-1.1548330783843994,-3.423637866973877,1.3278180360794067,3.0,1.0
70,11019.0,-119.43231964111328,123.64336395263672,41.31129837036133,4.959907054901123,-12.677560806274414,4.837907791137695,0.374531626701355,-0.10403583943843843,-7.430882453918457,-5.026446342468262,-3.7478690147399902,1.8780713081359863,-17.167091369628903,-5.171715259552002,-12.86020565032959,1.7434087991714478,5.148289680480957,0.6476732492446899,-11.500696182250975,-14.103580474853516,4.0,0.865
72,11306.0,-56.96067810058594,82.23754119873047,-1.833466649055481,31.34630584716797,0.5871439576148987,9.55399227142334,-6.2402215003967285,5.747688293457031,-2.004247665405273,7.150467872619629,-2.6622660160064697,0.6709723472595215,-2.156074047088623,8.189143180847168,0.6053483486175537,4.434199333190918,-2.56345796585083,-1.3162952661514282,-6.759842872619629,-1.2437098026275637,4.0,1.0
73,12146.0,9.154348373413086,96.76548767089844,-11.198370933532717,46.765830993652344,11.959991455078125,0.33426064252853394,2.6133108139038086,5.088263034820557,-1.7279523611068726,8.541082382202147,-1.7881712913513184,3.3022990226745605,-3.797621965408325,4.421543598175049,-5.426904201507568,-1.3077517747879028,-6.35172700881958,-1.2716540098190308,-2.7574667930603027,-0.2845457494258881,4.0,0.996
74,12147.0,-13.035760879516602,37.26330184936523,10.434595108032227,41.70355224609375,8.662782669067383,14.36524772644043,10.76574993133545,14.243084907531738,2.5580120086669917,14.697720527648926,6.253409862518311,4.783036231994629,-3.2353496551513667,3.0251615047454834,-1.3070813417434692,2.130594253540039,-4.340196609497069,2.5546274185180664,-3.6473815441131587,-1.218516826629639,4.0,0.9540000000000001
75,12654.0,-18.971826553344727,80.27079010009766,-16.472095489501953,32.776336669921875,2.0240509510040283,19.173070907592773,0.4983339011669159,10.493524551391602,-0.485834538936615,4.767580986022949,-5.386679649353027,1.2349257469177246,-4.217487335205078,-1.0058783292770386,-4.966544151306152,-1.5982731580734253,-8.471031188964844,-2.4552793502807617,-8.74003791809082,-4.7092461585998535,4.0,0.91
77,13768.0,-127.4072494506836,69.89351654052734,9.129901885986328,28.42666435241699,2.9117434024810787,8.528712272644043,-6.465489387512207,4.122955322265625,-8.656298637390138,2.9896030426025386,1.508279800415039,5.545847415924072,-3.366123676300049,6.565095901489258,-5.8502631187438965,3.700281143188477,-4.995684623718262,0.7659932374954224,-5.767899036407472,-1.177495002746582,4.0,1.0
78,14365.0,-150.95582580566406,122.94298553466795,7.052330493927003,38.34566879272461,11.634910583496096,27.621686935424805,2.54163146018982,2.74831485748291,5.657337188720702,9.799664497375488,-1.160512089729309,2.7037558555603027,-2.972319841384888,0.9286789894104004,-8.422853469848633,-3.5692927837371826,-0.4116256833076477,5.236560344696045,3.0470638275146484,7.386117458343506,4.0,0.9209999999999999
79,14386.0,-77.35894012451172,85.38863372802734,-1.651498794555664,16.95269775390625,-2.810668706893921,13.744585037231445,2.85117244720459,10.091002464294434,0.38123568892478943,4.529465675354004,6.859281063079834,8.240536689758299,3.588860273361206,6.067189693450928,-1.375950813293457,6.223390102386475,-4.178209304809569,4.07152795791626,-3.023383140563965,1.3264646530151367,4.0,1.0
80,14653.0,-38.779144287109375,97.49784088134766,4.514152526855469,32.23761367797852,15.483843803405762,16.881845474243164,7.339825630187987,9.964219093322754,-5.853194713592528,-3.5645194053649902,-9.506022453308104,6.042725563049316,-3.150458335876465,-2.562704563140869,-7.606588363647461,-4.33831787109375,-10.824928283691406,-0.7901930212974548,-5.203036308288574,0.10325299948453903,4.0,0.978
81,14684.0,-5.094202518463135,87.44763946533203,-0.1392737179994583,23.337804794311523,-0.5317050218582153,2.33284068107605,-0.6363372802734375,15.51877212524414,-5.707019329071045,2.233731746673584,-4.241738796234132,0.1294686645269394,-0.7761751413345337,-0.3788033723831177,-7.208540916442871,2.827530860900879,-6.9556846618652335,1.5366634130477903,-6.053736686706543,-1.2582055330276491,4.0,0.983
83,14693.0,-6.759356498718263,91.24967193603516,-9.84170150756836,27.643428802490234,2.451831340789795,6.706162452697754,-4.569656848907472,9.128671646118164,-3.984736680984497,6.273075580596924,2.359564304351806,1.350954294204712,2.4447789192199707,1.509371995925903,-1.982450246810913,0.4683786928653717,-5.998655796051025,3.599295854568481,-5.1078290939331055,-0.15275825560092926,4.0,0.879
84,17735.0,40.23263931274414,68.01734924316406,-24.699064254760746,31.22687721252441,0.5365443229675293,13.054146766662598,-2.3716661930084233,13.501116752624512,6.385679721832275,11.485530853271484,-3.1072983741760254,3.9457912445068364,-2.2087161540985107,2.01377534866333,-5.402551174163818,2.0630953311920166,-7.361096858978271,-1.6027343273162842,-3.290943145751953,1.2250242233276367,3.0,0.971
85,17884.0,6.571059703826903,76.52152252197266,10.73008918762207,27.50943374633789,12.841268539428713,21.883544921875,9.437585830688477,12.050333023071287,-1.7211333513259888,4.388673782348634,-2.0758798122406006,5.368552684783936,-3.3529846668243413,4.092582702636719,-1.2559040784835815,3.39526915550232,-2.7680859565734863,4.471684455871582,-1.3110157251358032,4.346548080444337,4.0,0.97
86,18144.0,-62.44466781616211,81.42294311523438,12.626134872436525,35.65313720703125,14.778594017028807,16.26682472229004,4.316394805908203,7.306718349456787,1.536795973777771,2.854487419128418,-4.403709888458252,1.8679215908050537,-6.0347537994384775,1.4731799364089966,-7.738184452056885,-1.7881978750228882,-9.55777645111084,-3.5757172107696533,-9.77103042602539,-1.5113307237625122,4.0,0.853
90,20432.0,-76.39588928222656,93.2801742553711,13.257463455200195,25.38100624084473,0.021595429629087448,9.537637710571287,-6.460380554199219,3.222456455230713,-1.3137578964233398,-1.5035650730133057,-1.8676099777221682,2.8757190704345703,-3.37244176864624,-0.1848737895488739,-2.330143451690674,0.3283418715000153,-7.4988670349121085,0.3809376657009125,-2.453754425048828,6.011814594268799,4.0,0.98
91,21085.0,1.6113678216934204,72.08829498291016,-8.628779411315918,32.459728240966804,6.70006275177002,5.122676372528076,2.677337169647217,3.7498464584350586,-6.899776935577393,7.129471302032472,-3.4791650772094727,4.750394821166992,-2.971519947052002,1.9458552598953247,-2.22804856300354,0.27217215299606323,-7.1520957946777335,3.8302831649780273,-5.402324199676514,2.763930559158325,4.0,0.8590000000000001
92,21859.0,-0.1862485706806183,86.46028900146484,-17.033992767333984,43.16693115234375,6.045608043670653,7.3030152320861825,-3.8539638519287114,1.4393402338027954,-2.1036415100097656,2.7148587703704834,-9.582315444946287,2.6797726154327397,-6.013500690460205,-0.5201696753501892,-1.0347130298614502,-1.5352555513381958,-6.305800914764403,1.9011356830596924,-4.161243438720703,-2.3282041549682617,4.0,0.966
93,22296.0,-128.79154968261722,91.27265167236328,15.255549430847168,29.961759567260746,7.071835994720459,12.307454109191895,1.9378615617752075,11.376599311828613,1.8884744644165041,9.485206604003906,-0.6417726278305054,2.202387571334839,-2.484508991241455,1.808556318283081,-1.206807255744934,6.350569248199463,-4.087659358978272,1.4105409383773804,-1.0864077806472778,0.2446425259113312,4.0,1.0
94,22315.0,-113.78255462646484,98.5040512084961,-2.1241955757141118,30.079408645629886,3.5008668899536133,13.359647750854492,-2.401670217514038,5.643892765045166,-3.4698057174682617,4.011633396148682,-6.074492931365968,2.310230493545532,-4.0408992767333975,0.7939943075180054,-2.443273067474365,3.909453630447388,-2.965914011001587,1.6353291273117063,-2.8816823959350586,2.264146089553833,4.0,1.0
95,23015.0,-90.35580444335938,116.042724609375,19.91124725341797,24.119781494140625,16.466312408447266,16.687503814697266,0.3817142248153687,10.035052299499512,-0.4088149070739746,6.546905040740968,-4.272859573364259,1.47443950176239,-4.2238712310791025,-1.9968835115432741,-2.83939790725708,-0.3638649880886078,-1.4920797348022459,7.16388463973999,-4.7270026206970215,-0.06911660730838776,4.0,0.997
96,23353.0,-411.85528564453125,102.06446075439452,47.11784744262695,24.35229301452637,13.694058418273926,-0.494918942451477,-7.428085803985597,-5.100878715515137,-6.303520202636719,-10.044404029846193,-7.019651412963867,-4.410402774810791,-5.6102681159973145,-4.1143245697021475,-5.4022250175476065,-4.689711570739746,-5.472306251525879,-1.1336603164672852,-4.6290130615234375,-2.399906635284424,4.0,0.818
97,26169.0,-115.92708587646484,89.88656616210938,0.6335840225219727,30.604528427124023,4.4795241355896,11.10820770263672,4.108133792877196,7.1374168395996085,1.6649922132492063,11.763946533203125,0.054200444370508194,17.775320053100586,7.175081729888916,15.269957542419435,13.144997596740724,7.969170093536378,2.112098693847656,2.8348970413208012,5.075071334838867,13.5480318069458,4.0,0.98
98,26174.0,-60.98199844360352,107.49322509765624,-7.3627495765686035,41.08798599243164,17.036182403564453,11.9776029586792,2.4618594646453857,9.948140144348145,-2.0580797195434566,11.279913902282715,0.3750755488872528,6.304934978485107,0.4867452085018158,1.8959654569625852,-2.6186065673828125,2.402873992919922,-5.152583122253418,5.03399133682251,-1.2337204217910769,0.38208630681037903,4.0,0.8420000000000001
99,26322.0,-169.00819396972656,120.48518371582031,-16.803714752197266,28.312034606933594,25.5538272857666,8.657279968261719,-1.809134840965271,6.784049034118652,-3.8908402919769287,-2.6078152656555176,-6.4967145919799805,4.865922451019287,-3.904694557189941,2.5253679752349854,-5.7564334869384775,-4.1895484924316415,-15.90066146850586,-2.2517547607421875,-4.259927272796632,1.1639326810836792,4.0,1.0
103,27551.0,-179.0531768798828,173.02801513671875,-18.91319465637207,15.628435134887695,10.570455551147461,-26.07013702392578,-13.258525848388672,-14.533929824829102,5.772183895111084,11.424488067626953,-18.3818302154541,-6.5524420738220215,-9.76817512512207,-6.941925048828125,8.0479736328125,-6.304934978485107,-1.56635582447052,0.15104426443576813,-6.098324298858643,0.5281198620796204,4.0,0.8540000000000001
106,28548.0,-147.58584594726562,172.43299865722656,-9.429903030395508,27.709611892700195,8.243226051330566,17.711448669433594,-6.186276435852051,4.128180980682373,-2.71541428565979,-4.832056045532227,-4.281116962432861,-3.002694129943848,-6.102517604827881,0.5955628156661987,-2.9936482906341557,-0.21941794455051425,1.07588791847229,1.18977952003479,-1.81915295124054,-0.4105072617530823,4.0,1.0
107,29045.0,-122.17416381835938,81.2272720336914,10.65076732635498,28.75619125366211,-0.9114803671836852,15.97617244720459,-2.573362112045288,10.734493255615234,4.09102201461792,8.758219718933105,0.25821101665496826,3.7545511722564697,2.2322566509246826,3.5182652473449707,-4.3983120918273935,3.631139516830444,-4.751706600189209,-1.1935195922851562,-5.042922019958496,1.873911499977112,4.0,1.0
108,29480.0,-77.42759704589844,121.25553131103516,-28.40373420715332,34.159622192382805,16.60262680053711,21.68303871154785,-2.0551526546478267,-4.295118808746338,-1.2030863761901855,4.958544731140137,-6.974526405334473,-2.525524616241455,-8.069319725036621,3.4988214969635014,-5.7926411628723145,-6.016428470611572,-10.805949211120604,1.3814878463745115,0.2879346609115601,6.5947346687316895,4.0,1.0
109,29587.0,-71.37347412109375,84.51922607421875,25.597412109375,20.39910888671875,16.856048583984375,9.240628242492676,-4.416590690612793,0.3123281598091125,-3.902712345123291,-0.4547258019447327,-4.290321350097656,1.5940734148025513,-0.4046862125396729,-2.8742916584014893,2.4720139503479004,0.8310621380805969,-4.064748287200929,3.214473962783813,1.8539625406265257,6.280546188354492,4.0,1.0
110,30041.0,-13.762069702148438,100.65432739257812,8.897730827331543,32.2835693359375,0.696541428565979,13.373656272888185,3.0518429279327397,6.017447471618652,3.0244786739349365,10.41823959350586,2.0082426071166988,12.907437324523926,2.6345748901367188,7.798062801361084,3.650733232498169,8.329081535339355,0.7288804650306702,11.600638389587402,1.8253594636917116,3.6336421966552734,4.0,0.992
112,30050.0,1.198247313499451,90.7290496826172,12.257317543029785,23.27132797241211,4.93329381942749,14.149012565612793,-0.02855944260954857,5.937894821166992,-5.150745391845703,5.921119689941406,-4.8983726501464835,-0.22068148851394653,-9.626845359802246,1.5627456903457642,1.369304656982422,6.617094993591309,-0.9666346311569214,4.680553436279297,-1.8907294273376465,5.441833972930908,4.0,1.0
113,30056.0,-3.497614622116089,115.43411254882812,-9.18821907043457,44.45050811767578,-1.3921141624450684,18.06151390075684,-4.575325965881348,12.27360725402832,-4.562161922454834,4.538442134857178,-5.471922397613525,6.77367639541626,-1.6503913402557373,3.5685303211212163,-3.301479816436768,4.369783401489259,0.8446792960166931,10.643977165222168,8.989171981811523,8.914085388183594,4.0,1.0
114,30058.0,-36.40148162841797,153.7505645751953,-20.77645301818848,26.64834022521973,-10.85365390777588,18.924654006958008,18.170499801635746,0.051875539124011986,11.192357063293457,3.88036847114563,-3.760929584503174,10.488560676574707,-6.4064555168151855,7.240846157073975,0.05726327374577522,3.930039405822754,5.812397003173827,4.029614448547363,-0.14480794966220856,-1.1498311758041382,4.0,1.0
115,30059.0,-46.18769836425781,66.47189331054689,-0.21759755909442904,23.36618232727051,29.16429328918457,24.68166542053223,1.7582465410232544,17.421249389648438,8.481114387512207,6.0111083984375,0.6458511352539062,7.267786979675293,5.508378982543945,5.084471225738525,1.8966453075408936,5.163987159729004,-3.010926485061645,0.3870936632156372,-4.6541900634765625,1.0863214731216428,4.0,1.0
116,30519.0,-37.139305114746094,76.0497055053711,3.045149803161621,32.72551727294922,12.892921447753904,14.104877471923828,0.4609174430370331,10.006582260131836,-3.934071779251098,5.863535404205322,-2.457289218902588,4.286881923675537,-3.1848049163818364,2.954900026321411,-1.8204592466354368,4.7695889472961435,-2.0843074321746826,3.787376880645752,-2.269437074661255,1.9792709350585935,4.0,1.0
