,track_fma_id,track_spot_id,time_signature,time_sig_confidence,tracks_id,track_name,artist_name,album_name,track_bit,track_top_genre
64,5733,7wWa2By6UumtuTAv1RAVfF,4,0.994,10669,"1,000,000",Nine Inch Nails,The Slip,223058,Rock
65,5734,7BMXjMBut8STY681WZqiuh,5,0.676,10670,Letting You,Nine Inch Nails,The Slip,280714,Rock
66,5735,0Z4pLlygCvkTHmeQtYAbNH,4,0.996,10671,Discipline,Nine Inch Nails,The Slip,255739,Rock
67,5736,7EFBGCEsHR1MzZZMayDtXS,4,0.988,10672,Echoplex,Nine Inch Nails,The Slip,242690,Rock
68,5737,5ohqEYnO5rARJJLKTqagrv,4,1.0,10673,Head Down,Nine Inch Nails,The Slip,245094,Rock
69,5738,0O44lAoHhGnFvr3vAvUZ4x,4,1.0,10674,Lights in the Sky,Nine Inch Nails,The Slip,169678,Rock
70,5739,2orRv3uoKgjfjWAa62ckaN,5,0.085,10675,Corona Radiata,Nine Inch Nails,The Slip,214812,Rock
71,5741,5z6ZmlPFpruzVT2QJ0mzxY,3,1.0,10677,Demon Seed,Nine Inch Nails,The Slip,248630,Rock
72,5940,3vAUW8xWLMynvx7EZEOokN,4,0.865,11019,Mirror Friends,Lucky Dragons,Dream Island Laughing Language,192000,Experimental
73,6071,77dz6rROtZUChLHvWXAbCg,4,0.693,11234,290504 beirut,Justice Yeldham,Live in Beirut,192000,Experimental
74,6117,6bveo2XMlESchVV0faD1oI,4,1.0,11306,Inspiration,Abunai!,Universal Mind Decoder,256000,Rock
75,6787,2AN3kZNWw7NPekH8qaVvLO,4,0.996,12146,Kokoro (I Fall To Pieces),The Slants,"Slanted Eyes, Slanted Hearts",160000,Pop
76,6788,3y3iDX1E2u1Lz4CK9dbpOw,4,0.954,12147,Capture Me Burning,The Slants,"Slanted Eyes, Slanted Hearts",160000,Pop
77,7231,3SAen3qx9dryckK9o6RwFO,4,0.91,12654,People Should Get More Aware,Bird Names,Sings the Browns,256000,Pop
78,8003,3bkSKxoz7nzuijirCJ5Wl0,3,0.432,13767,Deranged Barber,Majik Most,Molesting Hip Hop,192000,Hip-Hop
79,8004,4ts7ZBV8xYBGS4Xr77twZ9,4,1.0,13768,Just a Feelin',Majik Most,Molesting Hip Hop,192000,Hip-Hop
80,8513,0mN54VnYGtpR9ntijZtOw5,4,0.921,14365,Requiem for Stateway,Thaione Davis,April January,128000,Hip-Hop
81,8532,3hc2uGUCxkahdPogjMbyF4,4,1.0,14386,I Love Hip Hop,9th Scientist,Illatron Magnetic,160000,Hip-Hop
82,8709,0wMCqe53G57h4P5GKJJxvq,4,0.978,14653,Bad Sign,Brad Sucks,Out Of It,192000,Rock
83,8738,1rIFZk9tTUtHP3vULR5wXe,4,0.983,14684,Code Monkey,Jonathan Coulton,JoCo Looks Back,192000,Folk
84,8744,3llVQLyIWcesnMyM7lrrL2,4,0.729,14690,Givers,Lucky Dragons,Dream Island Laughing Language,250398,Experimental
85,8746,0iq3MFEbuKTWJgdhwdOwXI,4,0.879,14693,I Feel Fantastic,Jonathan Coulton,JoCo Looks Back,320000,Folk
86,10805,7691mQE5ji6nRutJTJeF6K,3,0.971,17735,Ecstatic Rite,Liturgy,Renihilation,160000,Rock
87,10892,4PEw8cUPellg698nM3OOWP,4,0.97,17884,End to Joy,Covox,Infiltrator,216573,Electronic
88,11077,0TrEqlGAnfXZZ8lfzhVEB4,4,0.853,18144,cocktail lady,Funky Terrorist,5!5!5!,160000,Pop
89,11079,5wxls3FMp8j72LWEFf3mcr,4,0.773,18146,go! go !go!,Funky Terrorist,5!5!5!,160000,Pop
90,12013,5SWZbSJFLsp1EGyXGAtdSz,4,0.789,19707,Inside the Rain,Steffen Basho-Junghans,Waters in Azure,192000,Folk
91,12014,4whLI46YePMI34X5oaNIT2,4,0.13,19708,Sky Dreamer's Gold,Steffen Basho-Junghans,Late Summer Morning,192000,Folk
92,12560,4nplwa0V78SSquzda868bI,4,0.98,20432,Bubuia,Ceu,Vagarosa,320000,International
93,12975,6dvgey7y2ZGnhdbV16iHxG,4,0.859,21085,Dispatch,The J. Arthur Keenes Band,Pamplemousse,320000,Electronic
94,13497,3gh3FmGXaSlsjEh3qeoB5j,4,0.966,21859,Alchemy Lab,Paint and Copter,Lunar Galleon,320000,Rock
95,13798,7cyc2eR76dtJoL0qyYy9kw,4,1.0,22296,Je Suis Le Peuple Sans Visage Featuring Arnaud Michniak,DJ /rupture,Special Gunpowder,256000,Hip-Hop
96,13816,1ue5p1kOtCCy075Rtitmr9,4,1.0,22315,Taqasim,DJ /rupture,Special Gunpowder,256000,International
97,14275,02BXvty2Ig4fLpFioQhQHd,4,0.997,23015,Falling For You (Piano Version),Sean Fournier,Oh My,174376,Folk
98,14514,3PMxbZBxihfF7dhVuuLDO3,4,0.818,23353,Eigenvalue Subspace Decomposition,Choc,Sound Object Deconditioning,156263,Electronic
99,16183,2420aFzTqvPksM83UStk4K,4,0.98,26169,MJ's Grave,Monk Turner,Coordinates,128000,Pop
100,16188,2FprpGUHFAdlNV09HRpMAM,4,0.842,26174,A Place to Call Home,Monk Turner,Coordinates,128000,Pop
101,16267,5j5Hjiv3gRROo6mUFCyXIV,4,1.0,26322,Gnos Levohs,Karl Blau,Zebra,192000,Experimental
102,16779,3Lph0plWNrhLRczGLGRHNY,4,0.657,27177,Quartz Boy,Pixelord,Lucid Freaks pt. 1,192000,Electronic
103,16834,2RB3QHRzcGpn2Xk8iJQcRT,4,0.608,27258,The Divine Invasion,P.G. Six,Parlor Tricks and Porch Favorites,271342,Folk
104,17055,6WObOPPp4yKnwiL6abeA35,3,0.482,27548,Mesin Penenun Hujan,Frau,Starlit Carousel,128000,Pop
105,17058,5t4xklvflpcb0EhY4njNC9,4,0.854,27551,"Salahku, Sahabatku",Frau,Starlit Carousel,128000,Pop
106,17059,3ieVLmONDAdrdFHJML1NW1,4,0.484,27552,Glow,Frau,Starlit Carousel,128000,Pop
107,17268,6w5VQQNyfvUwfxnRE6xkUj,3,0.074,27856,Rival,Hall Of Fame,"First Came Love, Then Came The Tree",128000,Folk
108,17755,6jSoXa2sV4YErvsYEAGcft,4,1.0,28548,summer,General Fuzz,Cool Aberrations,191705,Electronic
109,18107,2nhvom0CcOQROvpT8OqziD,4,1.0,29045,I Want You,Buffalo Stance,Sugar Glider,128000,Pop
110,18456,2XVh4DuxUsTZRd4295voOe,4,1.0,29480,Fighting Challenge,Falcao and Monashee,Fools,192000,Folk
111,18546,2Rct1rEuctPAo1JK87csbf,4,1.0,29587,The Story Of Mr Busalot Trailer (Bonus Track),Mr. Busalot,Test Screening of 'The Story Of Mr. Busalot',193192,Hip-Hop
112,18898,1PjPQ537jUc3d2yOaxql4w,4,0.992,30041,Rocket Into The Future,Cullah,E=MC Cullah,224000,Hip-Hop
113,18900,55QxNHGX7FEb1w4BjYdPWd,4,0.596,30043,Soul Hip Hop,Cullah,E=MC Cullah,224000,Hip-Hop
114,18907,0euuhBpURtSCaNOR529PNR,4,1.0,30050,Accordion,Cullah,Killah Cullah,192000,Hip-Hop
115,18913,0gDcE8vzjHA6j3YBZsZLTH,4,1.0,30056,Gypsy,Cullah,Killah Cullah,192000,Hip-Hop
116,18915,2zqDfhVjNwHAiMVleqCB7P,4,1.0,30058,JazzBass,Cullah,Killah Cullah,192000,Hip-Hop
117,18916,4FufJWnnHbZlVXgl00p5kL,4,1.0,30059,MC Cullah's Guitar,Cullah,Killah Cullah,192000,Hip-Hop
118,19258,2h4uirHkBZR00ivi4lTG83,4,1.0,30519,Icarus,Trash80,Icarus,192000,Electronic
119,19259,6TNoslo7183odjWpvDjYOJ,4,1.0,30520,Robot Sneakers,Trash80,Icarus,192000,Electronic
120,19260,5BLWzbyYOK1zL7tlo54NLJ,4,1.0,30521,Missing You,Trash80,Icarus,192000,Electronic
121,19643,5fzcR0BbctBbvHGKOzTYjw,4,1.0,31165,A palavra / O primeiro passo,BNegão & Seletores de Freqüência,Enxugando Gelo,192000,International
122,20211,32YKU1vpoSPmRtlRdRg2CN,4,0.889,32001,Ginger,Twin Sister,Vampires with Dreaming Kids,320000,Rock
123,21376,0tU7BTKRqdtY9TH9e4BvfF,4,0.272,33477,"Some nights when our dreams were scratched away, we tried to remain calm with the Single String Charmer",Ran Slavin,The Mediterranean Drift,320000,Experimental
124,22793,38OktgcaXp9PilVtH3Tc9X,4,0.963,35534,Feed The One,Lorenzo's Music,BAZAR,320000,Rock
125,22794,7DE0NgmhVwBbuAzv7pMCGh,5,0.969,35535,Old Old Story,Lorenzo's Music,BAZAR,320000,Rock
126,22795,3nF7hPkcbGnbDdL1uB7GnX,4,1.0,35537,Indian Summer,Lorenzo's Music,BAZAR,320000,Rock
127,22796,54YC3PojlWumPraRVb6lKL,4,1.0,35539,Oh Oh Oh,Lorenzo's Music,BAZAR,320000,Rock
128,22797,6Q8sKSbXk0DhYhVa8niJGZ,4,0.964,35541,After All That's Happened,Lorenzo's Music,BAZAR,320000,Rock
129,22799,7wUxT9HDDxK9gykDJ8Qp8F,4,0.984,35544,Facing the Sea,Garmisch,Garmisch,320000,Pop
130,22800,5EU4FUY2RYwQOjpTi606sE,3,0.125,35545,Try 01,Garmisch,Garmisch,320000,Pop
131,22804,3T1V9ASRwEFnT3BXYinMU4,4,0.912,35549,Laugh Tracks,Garmisch,Garmisch,320000,Pop
132,22805,3AhFFg7eschHX9jUqdhITQ,4,1.0,35550,Glimmer,Garmisch,Garmisch,320000,Pop
133,23463,47y9oHaMifkpvvacdfhJGJ,4,1.0,36388,Bridges,ZOE.LEELA,Queendom Come,320000,Pop
134,24772,1AEdGQb9xfEhXga5c74HVR,4,0.852,38435,Beloved Girlfriend,Kraus,Faster than the Speed of Time,256000,Rock
135,26800,5n1OAOGxrKuA1hV9QjiETV,4,0.314,40984,Crooked,Kristin Hersh,Crooked,320000,Rock
136,26801,1Ijzt8Ca7qZP64ddTSnzKG,4,0.795,40985,Chocolate Makes You Happy,Xiu Xiu,"Dear God, I Hate Myself",320000,Rock
137,28974,4YOEP4tICrYovoldnF1A2p,4,0.116,43773,Phantoms & Fortunes,Bird Names,Metabolism: A Salute to the Energy of the Sun,320000,Pop
138,29610,6snsf8JhWfdTHmTVu85H0q,4,1.0,44820,Rhumbus,Black Bear Combo,Game of Death,256000,International
139,29612,7B8x72AFRYHxwKREsQn2YX,4,1.0,44822,Watchyerstep,Black Bear Combo,Game of Death,256000,International
140,29613,1NYrkBTwsLqrWwdJMmjcdX,4,1.0,44823,Black Bear Kolo,Black Bear Combo,Game of Death,256000,International
141,29848,0YYcU2ziCmFGnRjOD9yi2H,4,1.0,45099,Spell,Rolemusic,Straw Fields,192000,Electronic
142,29849,40F4kWV9vMTPqAU8w3G3E1,4,1.0,45100,Leafless Quince Tree,Rolemusic,Straw Fields,192000,Electronic
143,29850,22t2KqRCinosTLEP9mJbcI,4,1.0,45101,Straw Fields,Rolemusic,Straw Fields,192000,Electronic
144,29851,6jGFc0AejN3Gm3zMfqSPtD,4,0.986,45102,Yellow Dust,Rolemusic,Straw Fields,192000,Electronic
145,29852,744KTXFFaoSlHLb61w7zSO,4,1.0,45103,Poppies,Rolemusic,Straw Fields,192000,Electronic
146,30793,7A47ZBtEhktzHdmBtuv13h,4,1.0,46839,"Get up, Do Your Thing",Monk Turner,Love Story,320000,Pop
147,30795,0kyosvgeB5fYEg33P8OV7v,4,1.0,46841,All the Time,Monk Turner,Love Story,320000,Pop
148,30798,2fRsFciXeSPQUlNQ4BL1yv,4,1.0,46844,If She Gives You Her Heart,Monk Turner,Love Story,320000,Pop
149,30800,6OJHyjrtJdGBwsh25niU07,4,1.0,46846,Valentines Day Directions for the Lonely,Monk Turner,Calendar,320000,Pop
150,30808,3lkd3wjz6jCRX8YPzRIaw5,3,0.954,46854,Halloween Night,Monk Turner,Calendar,320000,Pop
151,30809,6VtiLzlD8m2slDJvS6vYXz,4,0.674,46855,Turkey Time,Monk Turner,Calendar,320000,Pop
152,31589,0OiKuQ4Y2OG8KpgU69V3AA,4,1.0,47894,Palm Springs,Superhumanoids,Parasite Paradise,320000,Pop
153,31590,4eEoVIJMOmmbHP1WeijA0U,4,0.993,47895,Malta,Superhumanoids,Parasite Paradise,320000,Pop
154,31591,4oj9PtfZBujOtaNdD3SbQr,4,1.0,47896,Mirrors,Superhumanoids,Parasite Paradise,320000,Pop
155,31592,79VwsvPlt8gbvUYujjGbD7,4,1.0,47897,An Island,Superhumanoids,Parasite Paradise,320000,Pop
156,31600,2rv28aDs6dOtF82hmoKgXD,4,0.983,47916,Plumy Tale,Dumbo Gets Mad,Elephants At The Door,320000,Rock
157,31605,5Lmj1nEkyKxI3Po2a6Dmt3,4,0.984,47921,Eclectic Prawn,Dumbo Gets Mad,Elephants At The Door,320000,Rock
158,32421,7ubCuk2k9jSuWw4usNvjPA,4,0.271,49067,Buscuit Basket,Justice Yeldham,Cicatrix,192000,Experimental
159,32422,1Wd5GtxhhbtI2NkK1q5cIn,4,0.5,49068,Knobranaut,Justice Yeldham,Cicatrix,192000,Experimental
160,32425,3Cpje8KTgvJpcUXiWh9fCj,4,0.566,49071,038 Zwolle 090104,Justice Yeldham,Cicatrix,192000,Experimental
161,32610,2WK2FyA6lRRPjPEYY11Fpa,4,0.07,49394,Pure Horror,Volvox,Bad Earth,192000,Experimental
162,32617,1882NUs66kJz02haG22ZFO,4,0.32,49401,Insect Horror,Volvox,Bad Earth,192000,Experimental
163,32623,3xdPus7AbmipIyi68AvFTH,5,0.013,49407,300104 hamburg,Justice Yeldham,Live in Germany,192000,Experimental
164,32624,26Vqi6NWOsc76OcTCITQvn,4,0.523,49408,020604 beirut,Justice Yeldham,Live in Beirut,192000,Experimental
165,33599,4hcmEmsGi2YJwche8NseIA,4,0.785,51111,Motormouth,Bob Ostertag,Motormouth,320000,Experimental
166,33600,1KW2op4NQrt0QXnn1ei3E9,3,0.196,51112,Arms and Legs,Bob Ostertag,Motormouth,320000,Experimental
167,33601,2aWaqKkP7lCvXztp1c0HGk,4,0.227,51113,Shadow Pocket,Bob Ostertag,Motormouth,320000,Experimental
168,33602,1573tJfes59CX7fcm9JFoU,4,0.683,51114,Wack,Bob Ostertag,Motormouth,320000,Experimental
169,33603,3hTKVFVDtY5RxQXtItdTK4,5,0.707,51115,Hymenoptera,Bob Ostertag,Motormouth,320000,Experimental
170,33606,0wOFp3zMGHMqWTQLyxfXZP,3,0.552,51118,Tickled Pink,Bob Ostertag,Motormouth,320000,Experimental
171,34345,41U0rRGAsVF8Z3MEMUiHnG,3,0.576,52034,Sure,Poland,Sea Woof,320000,Pop
172,34346,0yXHKjNib86ah1zobivJ2C,4,1.0,52035,Kelpies,Poland,Sea Woof,320000,Pop
173,34347,03fefAlrChletHX4U1krqT,4,0.795,52036,Lying Machine,Poland,Sea Woof,320000,Pop
174,34348,2lTFAgbmKzmd9ZOIefisWC,4,1.0,52037,Alesser Whale,Poland,Sea Woof,320000,Pop
175,34350,4AO7l3bWaIUJ6k0RUz8Q4M,3,0.091,52039,Sea Woof,Poland,Sea Woof,320000,Pop
176,34352,1okXWR6idT398hVtZi7lVL,4,1.0,52041,Wooded Land,Poland,Sea Woof,320000,Pop
177,34353,3rkivJd5h3xd32LoAZB2hY,4,0.473,52042,Sandy,Poland,Sea Woof,320000,Pop
178,34356,74s5DIJjP4Fktn1FwesZ0B,5,0.23,52045,Shore,Poland,Sea Woof,320000,Pop
179,35654,1stVXRMQICwM1g2KHIBbbS,4,1.0,53807,Dull Light,Sex Church,Growing Over,320000,Rock
180,35699,40HiYmzHH9GYxFVch69OOn,4,1.0,53862,Glitches,The Easton Ellises,EP One,275224,Electronic
181,35700,6IPDD2IcErqe96Z2xlnwpc,4,1.0,53863,Endorphin,The Easton Ellises,EP One,272819,Electronic
182,35830,6hPMMiw3SHAl0LX9vGit0f,3,0.869,54019,Corn Maiden's Rite,Rhys Chatham,Outdoor Spell,320000,Experimental
183,35950,2TAPWlYCe1i0v1ggyfMmeI,4,1.0,54163,Ratas,San Pedro El Cortez,El VALS MEFISTO,160000,Rock
184,36297,5fR9ay6CkQGmO28iG61rqq,4,0.806,54621,Crusade to Terra,Starseed,Cosmic Conspiracy,320000,Rock
185,36299,0pnsSmeT436K9qofiBujsf,4,0.25,54623,Survival of Zeta Reticuli,Starseed,Cosmic Conspiracy,320000,Rock
186,36300,4htY8UVReIDrceeyf32F3I,4,0.891,54624,Grapes of Wrath,Starseed,Cosmic Conspiracy,320000,Rock
187,36301,3P6f069qSGVdERDpuKWOE9,3,0.583,54625,Exodus Journey,Starseed,Cosmic Conspiracy,320000,Rock
188,36302,4h6cXRxV2HEbzdXx1aZWuM,4,0.658,54626,The Forlorn,Starseed,Cosmic Conspiracy,320000,Rock
189,36618,2XKQZHH0SOtQ7UOSWGeHxF,4,1.0,55113,Le magicien,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
190,36624,0PrAbHy5b753KFh6KUqiKa,4,0.496,55119,Si j'aurais,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
191,36625,2aRgs3NqUdI663ts2s39Mh,4,1.0,55120,Patate chaude,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
192,36626,5VH0zAcnOPddY8XmWsOf8t,4,1.0,55121,Fa' faire du loot,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
193,36627,1xtJL17AT7ZpTuFZgQwc8Q,4,0.902,55122,Trace de break,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
194,36628,2hr7xGHpzymw5RDDvBKsSb,4,0.543,55123,Gun gus gus (dimanche soare),Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
195,36629,1Jx1llL9fgaRkBci0FuYGt,4,1.0,55124,Le roé,Alaclair Ensemble,Le roé c'est moé,320000,Hip-Hop
196,36752,1rGdhwIC86h1hm6UiSEdFt,4,1.0,55285,Intro (Callin Karma),The Kyoto Connection,No Headphones Required,205825,Pop
197,36754,3SzviI13i26Y55y7QRrOHS,4,0.764,55287,The best days of my life,The Kyoto Connection,No Headphones Required,205101,Pop
198,36755,6A64YDaLLaga6mqpYBvkud,4,0.989,55288,Blinded by the lights of Tokyo,The Kyoto Connection,No Headphones Required,186165,Pop
199,36756,4oAW6QohPEZxPC3MrEk49v,4,1.0,55289,H.E.A.T,The Kyoto Connection,No Headphones Required,201013,Pop
200,36757,0ai3qiBK2zJ0LHxtL6aTh3,4,1.0,55290,River of Hope,The Kyoto Connection,No Headphones Required,180591,Pop
201,36758,0rRYcwijgUyKzoOxppYXTG,4,0.982,55291,Marks,The Kyoto Connection,No Headphones Required,193743,Pop
202,36759,6Tb8zHGcDKWcNe7BAZCvIu,4,1.0,55292,Glorious love song,The Kyoto Connection,No Headphones Required,194115,Pop
203,36760,6uJIFNaE1vLH6eeT79Flgh,4,0.992,55293,The enemy inside,The Kyoto Connection,No Headphones Required,175385,Pop
204,36761,4WMRYuHzjqj7vChNcPkFmf,4,1.0,55294,Do you remember,The Kyoto Connection,No Headphones Required,195773,Pop
205,36762,3SPHPzwYhZZ7TYET5XO97f,4,0.986,55295,Vista Panoramica (Reprise),The Kyoto Connection,No Headphones Required,187907,Pop
